Region/Country/Area,,Year,Series,Value,Footnotes,Source
9,Oceania,2010,Permanent crops (% of total land area),0.2027,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
9,Oceania,2010,Forest cover (% of total land area),20.2676,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
9,Oceania,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),29.7197,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
9,Oceania,2017,Land area (thousand hectares),849626.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
9,Oceania,2017,Arable land (thousand hectares),31876.74,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
9,Oceania,2017,Permanent crops (thousand hectares),1527.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
9,Oceania,2017,Forest cover (thousand hectares),173523.578,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
9,Oceania,2017,Arable land (% of total land area),3.7519,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
9,Oceania,2017,Permanent crops (% of total land area),0.1798,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
9,Oceania,2017,Forest cover (% of total land area),20.4235,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
9,Oceania,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),33.7363,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
9,Oceania,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),33.7399,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
53,Australia and New Zealand,2005,Land area (thousand hectares),794565,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2005,Arable land (thousand hectares),26827,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2005,Permanent crops (thousand hectares),403,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2005,Forest cover (thousand hectares),137824.46,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2005,Arable land (% of total land area),3.3763,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2005,Permanent crops (% of total land area),0.0507,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2005,Forest cover (% of total land area),17.3459,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),40.8517,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
53,Australia and New Zealand,2010,Land area (thousand hectares),794565,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2010,Arable land (thousand hectares),25949.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2010,Permanent crops (thousand hectares),588.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2010,Forest cover (thousand hectares),133362.46,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2010,Arable land (% of total land area),3.2658,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2010,Permanent crops (% of total land area),0.0741,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2010,Forest cover (% of total land area),16.7843,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),46.4813,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
53,Australia and New Zealand,2017,Land area (thousand hectares),795537,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2017,Arable land (thousand hectares),31322,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2017,Permanent crops (thousand hectares),397,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2017,Forest cover (thousand hectares),134903.46,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2017,Arable land (% of total land area),3.9372,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2017,Permanent crops (% of total land area),0.0499,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2017,Forest cover (% of total land area),16.9575,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
53,Australia and New Zealand,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),52.9837,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
53,Australia and New Zealand,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),52.9909,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
54,Melanesia,2005,Land area (thousand hectares),52959,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2005,Arable land (thousand hectares),452.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2005,Permanent crops (thousand hectares),872.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2005,Forest cover (thousand hectares),38103.26,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2005,Arable land (% of total land area),0.855,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2005,Permanent crops (% of total land area),1.6481,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2005,Forest cover (% of total land area),71.9486,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2010,Land area (thousand hectares),52959,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2010,Arable land (thousand hectares),510.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2010,Permanent crops (thousand hectares),993.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2010,Forest cover (thousand hectares),38057.896,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2010,Arable land (% of total land area),0.9645,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2010,Permanent crops (% of total land area),1.8765,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2010,Forest cover (% of total land area),71.8629,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2017,Land area (thousand hectares),52959,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2017,Arable land (thousand hectares),511.24,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2017,Permanent crops (thousand hectares),994,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2017,Forest cover (thousand hectares),38040.195,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2017,Arable land (% of total land area),0.9654,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2017,Permanent crops (% of total land area),1.8769,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
54,Melanesia,2017,Forest cover (% of total land area),71.8295,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2005,Land area (thousand hectares),317,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2005,Arable land (thousand hectares),10.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2005,Permanent crops (thousand hectares),70.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2005,Forest cover (thousand hectares),185.224,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2005,Arable land (% of total land area),3.3123,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2005,Permanent crops (% of total land area),22.2082,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2005,Forest cover (% of total land area),58.4303,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2010,Land area (thousand hectares),317,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2010,Arable land (thousand hectares),9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2010,Permanent crops (thousand hectares),69.4,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2010,Forest cover (thousand hectares),184.537,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2010,Arable land (% of total land area),2.8391,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2010,Permanent crops (% of total land area),21.8927,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2010,Forest cover (% of total land area),58.2136,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2017,Land area (thousand hectares),317,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2017,Arable land (thousand hectares),9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2017,Permanent crops (thousand hectares),67.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2017,Forest cover (thousand hectares),183.85,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2017,Arable land (% of total land area),2.8391,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2017,Permanent crops (% of total land area),21.3565,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
57,Micronesia,2017,Forest cover (% of total land area),57.9968,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2005,Land area (thousand hectares),813.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2005,Arable land (thousand hectares),35.55,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2005,Permanent crops (thousand hectares),73.29,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2005,Forest cover (thousand hectares),372.391,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2005,Arable land (% of total land area),4.3689,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2005,Permanent crops (% of total land area),9.007,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2005,Forest cover (% of total land area),45.7651,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2010,Land area (thousand hectares),813.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2010,Arable land (thousand hectares),33.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2010,Permanent crops (thousand hectares),67.94,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2010,Forest cover (thousand hectares),396.732,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2010,Arable land (% of total land area),4.0801,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2010,Permanent crops (% of total land area),8.3495,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2010,Forest cover (% of total land area),48.7565,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2017,Land area (thousand hectares),813.7,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2017,Arable land (thousand hectares),34.5,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2017,Permanent crops (thousand hectares),68.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2017,Forest cover (thousand hectares),396.073,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2017,Arable land (% of total land area),4.2399,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2017,Permanent crops (% of total land area),8.4552,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
61,Polynesia,2017,Forest cover (% of total land area),48.6756,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2005,Land area (thousand hectares),65286,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2005,Arable land (thousand hectares),7805,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2005,Permanent crops (thousand hectares),105,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2005,Forest cover (thousand hectares),1350,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2005,Arable land (% of total land area),11.9551,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2005,Permanent crops (% of total land area),0.1608,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2005,Forest cover (% of total land area),2.0678,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),0,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
4,Afghanistan,2010,Land area (thousand hectares),65286,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2010,Arable land (thousand hectares),7793,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2010,Permanent crops (thousand hectares),118,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2010,Forest cover (thousand hectares),1350,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2010,Arable land (% of total land area),11.9367,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2010,Permanent crops (% of total land area),0.1807,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2010,Forest cover (% of total land area),2.0678,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),5.7403,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
4,Afghanistan,2017,Land area (thousand hectares),65286,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2017,Arable land (thousand hectares),7699,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2017,Permanent crops (thousand hectares),211,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2017,Forest cover (thousand hectares),1350,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2017,Arable land (% of total land area),11.7927,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2017,Permanent crops (% of total land area),0.3232,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2017,Forest cover (% of total land area),2.0678,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
4,Afghanistan,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),5.7403,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
4,Afghanistan,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),5.7403,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
8,Albania,2005,Land area (thousand hectares),2740,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2005,Arable land (thousand hectares),538,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2005,Permanent crops (thousand hectares),121,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2005,Forest cover (thousand hectares),782.4,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2005,Arable land (% of total land area),19.635,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2005,Permanent crops (% of total land area),4.4161,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2005,Forest cover (% of total land area),28.5547,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),31.7073,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
8,Albania,2010,Land area (thousand hectares),2740,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2010,Arable land (thousand hectares),626,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2010,Permanent crops (thousand hectares),70,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2010,Forest cover (thousand hectares),776.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2010,Arable land (% of total land area),22.8467,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2010,Permanent crops (% of total land area),2.5547,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2010,Forest cover (% of total land area),28.3321,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),47.2193,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
8,Albania,2017,Land area (thousand hectares),2740,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2017,Arable land (thousand hectares),606.9,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2017,Permanent crops (thousand hectares),84.2,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2017,Forest cover (thousand hectares),771.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2017,Arable land (% of total land area),22.1496,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2017,Permanent crops (% of total land area),3.073,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2017,Forest cover (% of total land area),28.1569,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
8,Albania,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),55.9444,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
8,Albania,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),57.1756,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
12,Algeria,2005,Land area (thousand hectares),238174,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2005,Arable land (thousand hectares),7511,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2005,Permanent crops (thousand hectares),852,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2005,Forest cover (thousand hectares),1536,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2005,Arable land (% of total land area),3.1536,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2005,Permanent crops (% of total land area),0.3577,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2005,Forest cover (% of total land area),0.6449,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),16.6339,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
12,Algeria,2010,Land area (thousand hectares),238174,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2010,Arable land (thousand hectares),7502,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2010,Permanent crops (thousand hectares),909,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2010,Forest cover (thousand hectares),1918,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2010,Arable land (% of total land area),3.1498,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2010,Permanent crops (% of total land area),0.3817,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2010,Forest cover (% of total land area),0.8053,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),16.6339,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
12,Algeria,2017,Land area (thousand hectares),238174,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2017,Arable land (thousand hectares),7470.8071,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2017,Permanent crops (thousand hectares),1012.619,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2017,Forest cover (thousand hectares),1956,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2017,Arable land (% of total land area),3.1367,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2017,Permanent crops (% of total land area),0.4252,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2017,Forest cover (% of total land area),0.8212,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
12,Algeria,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),16.6339,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
