Region/Country/Area,,Year,Series,Value,Footnotes,Source
12,Algeria,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),16.6339,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
16,American Samoa,2005,Land area (thousand hectares),20,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2005,Arable land (thousand hectares),3.3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2005,Permanent crops (thousand hectares),1.7,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2005,Forest cover (thousand hectares),17.881,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2005,Arable land (% of total land area),16.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2005,Permanent crops (% of total land area),8.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2005,Forest cover (% of total land area),89.405,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),71.1211,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
16,American Samoa,2010,Land area (thousand hectares),20,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2010,Arable land (thousand hectares),3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2010,Permanent crops (thousand hectares),1.9,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2010,Forest cover (thousand hectares),17.712,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2010,Arable land (% of total land area),15,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2010,Permanent crops (% of total land area),9.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2010,Forest cover (% of total land area),88.56,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),71.1211,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
16,American Samoa,2017,Land area (thousand hectares),20,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2017,Arable land (thousand hectares),3,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2017,Permanent crops (thousand hectares),1.9,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2017,Forest cover (thousand hectares),17.543,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2017,Arable land (% of total land area),15,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2017,Permanent crops (% of total land area),9.5,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2017,Forest cover (% of total land area),87.715,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
16,American Samoa,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),71.1211,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
16,American Samoa,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),71.1211,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
20,Andorra,2005,Land area (thousand hectares),47,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2005,Arable land (thousand hectares),0.8,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2005,Forest cover (thousand hectares),16,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2005,Arable land (% of total land area),1.7021,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2005,Forest cover (% of total land area),34.0426,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),17.8898,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
20,Andorra,2010,Land area (thousand hectares),47,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2010,Arable land (thousand hectares),0.77,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2010,Forest cover (thousand hectares),16,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2010,Arable land (% of total land area),1.6383,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2010,Forest cover (% of total land area),34.0426,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2010,Important sites for terrestrial biodiversity protected (% of total sites protected),17.8898,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
20,Andorra,2017,Land area (thousand hectares),47,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2017,Arable land (thousand hectares),0.82,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2017,Forest cover (thousand hectares),16,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2017,Arable land (% of total land area),1.7447,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2017,Forest cover (% of total land area),34.0426,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
20,Andorra,2017,Important sites for terrestrial biodiversity protected (% of total sites protected),26.0846,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
20,Andorra,2019,Important sites for terrestrial biodiversity protected (% of total sites protected),26.0846,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
24,Angola,2005,Land area (thousand hectares),124670,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
24,Angola,2005,Arable land (thousand hectares),3300,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
24,Angola,2005,Permanent crops (thousand hectares),290,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
24,Angola,2005,Forest cover (thousand hectares),59104,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
24,Angola,2005,Arable land (% of total land area),2.647,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
24,Angola,2005,Permanent crops (% of total land area),0.2326,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
24,Angola,2005,Forest cover (% of total land area),47.4084,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
24,Angola,2005,Important sites for terrestrial biodiversity protected (% of total sites protected),28.054,,"United Nations Environment Programme (UNEP) World Conservation Monitoring Centre (WCMC) and World Conservation Union (IUCN) and BirdLife International, Cambridge, Sustainable Development Goals database, March 2020."
24,Angola,2010,Land area (thousand hectares),124670,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
24,Angola,2010,Arable land (thousand hectares),4100,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
24,Angola,2010,Permanent crops (thousand hectares),290,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
24,Angola,2010,Forest cover (thousand hectares),58480,,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
24,Angola,2010,Arable land (% of total land area),3.2887,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
24,Angola,2010,Permanent crops (% of total land area),0.2326,Estimate.,"Food and Agriculture Organization of the United Nations (FAO), Rome, FAOSTAT data last accessed January 2020."
